index,255_1_www.whatsapp.com,255_2_www.whatsapp.com,255_3_www.whatsapp.com,255_4_www.whatsapp.com,255_5_www.whatsapp.com,255_6_www.whatsapp.com,255_7_www.whatsapp.com,255_8_www.whatsapp.com,255_9_www.whatsapp.com,255_10_www.whatsapp.com
36,831544.6000000003,837815.3999999998,811010.3999999997,1092811.3,1150911.6,1092746.9999999995,845537.3999999999,932353.0,771347.3999999993,984964.4000000006
37,937041.7600000006,919410.0000000001,889794.4,1163247.12,1182725.04,1110434.8,935972.92,1040345.7999999995,871002.9599999998,1055431.2400000002
38,1025572.9199999999,984242.84,970503.9199999999,1262875.6800000004,1224179.6000000006,1198527.5199999996,1064838.8800000004,1093000.8,977908.3599999999,1093615.6
39,1093508.12,1062306.5200000003,1070086.28,1380054.5200000003,1272695.1600000001,1299249.8399999999,1085507.2,1119291.2,1054618.3599999996,1148237.8800000006
40,1101971.6,1100959.82,1097801.1,1458436.1200000003,1360665.6000000003,1386826.5199999993,1121086.8,1162890.3999999997,1098259.28,1219594.6000000006
41,1175042.4000000006,1114528.0,1167266.4000000001,1520162.6000000003,1442060.8,1499092.1999999997,1212032.2000000002,1233697.0,1129076.4,1294258.6
42,1256944.48,1190362.64,1199428.4,1579730.2400000002,1525946.4000000001,1621080.8799999994,1302373.8399999999,1311355.0,1210062.3999999994,1386914.1600000001
43,1340301.28,1281120.84,1258902.6799999995,1642515.48,1588902.4400000002,1659519.2,1377421.08,1411001.2,1297331.48,1433397.8
44,1438245.8800000004,1364205.8800000001,1347431.72,1679287.5200000003,1655795.2000000002,1792017.72,1455687.2000000004,1482176.4,1382360.2399999993,1468046.8000000003
45,1525442.0400000005,1428072.64,1429467.16,1776787.1600000001,1730016.28,1877075.24,1529024.5599999998,1564638.0,1497119.88,1523075.04
46,1579545.8,1525871.8000000003,1511809.1,1847425.2000000002,1774078.0,1878439.6,1563475.1,1565920.0,1551530.5999999994,1598961.1000000003
47,1642951.0,1596736.72,1617049.8399999999,1876808.24,1847990.4,1884964.32,1634508.3199999998,1641026.4,1643129.04,1645635.44
48,1673974.5200000003,1650315.48,1658814.48,1880034.52,1874760.24,1887579.12,1652810.72,1645347.4,1650175.9599999995,1693767.9600000004
49,1761129.0800000003,1738487.92,1762724.92,1882967.36,1876499.96,1885296.04,1716619.5200000003,1713652.3999999992,1760805.6799999997,1787043.8000000003
50,1840743.92,1841865.1199999996,1856590.5,1885689.94,1879899.84,1883296.28,1824823.3799999997,1816881.3999999997,1843687.9199999997,1864391.4800000002
