index,298_1_www.wolframalpha.com,298_2_www.wolframalpha.com,298_3_www.wolframalpha.com,298_4_www.wolframalpha.com,298_5_www.wolframalpha.com,298_6_www.wolframalpha.com,298_7_www.wolframalpha.com,298_8_www.wolframalpha.com,298_9_www.wolframalpha.com,298_10_www.wolframalpha.com,299_1_www.wolframalpha.com,299_2_www.wolframalpha.com,299_3_www.wolframalpha.com,299_4_www.wolframalpha.com,299_5_www.wolframalpha.com,299_6_www.wolframalpha.com,299_7_www.wolframalpha.com,299_8_www.wolframalpha.com,299_9_www.wolframalpha.com,299_10_www.wolframalpha.com,300_1_www.wolframalpha.com,300_2_www.wolframalpha.com,300_3_www.wolframalpha.com,300_4_www.wolframalpha.com,300_5_www.wolframalpha.com,300_6_www.wolframalpha.com,300_7_www.wolframalpha.com,300_8_www.wolframalpha.com,300_9_www.wolframalpha.com,300_10_www.wolframalpha.com,301_1_www.wolframalpha.com,301_2_www.wolframalpha.com,301_3_www.wolframalpha.com,301_4_www.wolframalpha.com,301_5_www.wolframalpha.com,301_6_www.wolframalpha.com,301_7_www.wolframalpha.com,301_8_www.wolframalpha.com,301_9_www.wolframalpha.com,301_10_www.wolframalpha.com
16,256964.49999999997,247494.0,236338.49999999997,145802.7,217310.5999999999,243394.0,183835.7,230213.20000000004,277615.6,183962.99999999997,50534.4,50464.0,48718.5,62740.8,1387085.2,299122.4,45526.1,49053.90000000001,80284.59999999999,42923.70000000001,45073.4,57050.0,51665.700000000004,44314.7,55443.00000000004,48636.600000000006,46951.6,58748.0,52183.9,48937.0,275334.3,318025.50000000006,203111.4000000001,500234.0,982329.6000000001,1227102.4,157759.80000000002,331800.5999999998,207875.7,196197.6
17,285377.24,282258.0,269687.48,187050.71999999997,246122.8,263226.92,184906.88000000003,269408.60000000003,296025.96,232102.19999999998,49890.12,57913.799999999996,54573.96000000001,70794.79999999999,1480857.08,303072.92,50679.80000000001,52659.200000000004,82598.63999999998,49074.479999999974,51373.76,61074.0,57272.44,46475.48,81562.36,51906.84,53517.92,56363.2,55038.159999999996,51986.200000000004,284081.96,346530.3200000002,269934.48,544375.8,1076382.4000000001,1309209.56,193535.72,351088.19999999995,224813.75999999998,221709.56
18,292625.48,312760.4,299637.7,213787.43999999994,281816.86,293148.6,247715.56,287717.92000000004,303234.8,246650.4,52773.28,64642.80000000001,63812.240000000005,90593.52,1572078.16,303487.82,50937.259999999995,58432.700000000004,83638.52,53978.74,51392.159999999996,68800.0,66342.34,48593.020000000004,95703.56,69011.36,57686.04,58826.399999999994,53320.299999999996,55689.20000000002,296991.92,351445.58,300834.70000000007,595274.2,1107254.22,1397665.04,235684.79999999996,358792.36,259991.98000000007,234331.72
19,300500.4,341271.2,335003.27999999997,224039.6,330164.28,313759.4399999998,273503.27999999997,315739.0000000001,310087.72,274811.31999999983,62927.12000000001,73254.2,69317.72,107768.92,1624341.32,303951.16,60524.68,65529.59999999998,93436.68,54898.560000000005,64202.76,71196.0,83783.00000000001,48430.08,94589.95999999999,75589.88,66111.92,66740.80000000002,60713.48000000008,56338.6,293664.36,360831.92,340903.52,651640.2,1189663.2000000002,1496865.2,273834.04000000004,372578.88,285798.8,288471.2399999997
20,310000.32,344197.89999999997,350804.66,267057.3,330671.46,318254.82,305394.92,329558.86,310050.44,314786.8,69867.04,80899.6,85726.78,106365.48000000001,1700890.08,309947.66,67578.08,87957.63999999993,110996.54,59356.38000000001,72424.08,80853.0,88235.8,55154.39999999999,106545.88,84119.32,67187.56,76420.19999999995,70852.00000000009,65468.59999999999,297277.45999999996,367849.2400000002,352489.46,661460.8,1231063.58,1571798.92,311235.98000000004,384779.94,309757.26,322013.36
21,313857.8,348034.0,350521.19999999995,324153.1999999998,347979.6,316191.6,326802.4000000001,337028.2,293662.4,324230.2,86727.20000000001,105575.0,101139.2,108910.4,1759338.0000000002,308047.6,85924.8,97980.20000000001,118555.00000000001,72531.2,89466.2,96858.0,96685.2,59866.8,116183.4,86033.8,77783.4,96253.0,82550.2,72699.0,318595.4,372273.4,368065.8,693492.0,1254850.8,1688245.4,360394.4,406202.4,346552.60000000003,359801.4
22,314868.22,358758.80000000005,358930.56,403409.4,352895.02,320051.02,342374.54,341370.16000000003,292511.8,330514.07999999996,98588.96,107639.6,102431.89999999997,109893.76,1908189.6399999997,321604.95999999996,91835.9,107442.56,129052.18,82078.66000000002,92379.31999999988,104242.0,105092.36,63275.62,138021.08,88277.72,83809.76,105015.40000000001,83313.26,96635.40000000001,334622.33999999997,374598.3,372801.34,754091.8,1310732.74,1760372.84,378302.1200000001,426189.86,376360.92,371161.27999999974
23,326389.6,359974.6,360894.76,420593.44,374711.43999999994,324349.88,340558.27999999997,345712.12000000005,298901.72,334662.44,102773.19999999995,105278.4,110198.52,110216.72,1975273.96,326714.80000000005,106749.28,105129.44000000002,137678.68,106358.68,105294.28000000001,115396.0,108693.24000000005,67497.59999999999,137832.96,98332.48000000001,103341.43999999999,102832.2,98734.23999999998,98170.40000000001,347684.5199999998,391207.1200000001,388888.6,848271.6,1332055.92,1830128.68,394473.48,446476.24,383691.44,390559.52
24,332438.8,360692.5,369140.62,432918.3599999999,388061.46,333143.7,343240.10000000003,366390.60000000003,317434.92,339636.84,110788.32000000002,105706.8,108386.56000000001,119054.12,2056125.64,353069.28,107926.98,106716.46,134969.16,107768.47999999994,106193.20000000001,115522.0,111895.23999999999,78116.84,148041.96,104828.84,108691.67999999998,109516.40000000001,105572.70000000004,106988.4,385482.0799999997,395987.20000000077,390583.08,878652.7999999992,1386009.46,1973528.2000000002,408204.84,458593.84,396405.38,406390.4
25,358332.7600000001,425177.2,388036.4799999998,452147.44,414515.48,347840.36,348946.04,365700.32,317304.84,358605.71999999986,142846.20000000013,110737.79999999999,108080.35999999996,120904.96,2165425.0799999996,364364.68,105512.68000000001,107555.36,134946.44,106958.36,110785.76000000001,113109.0,117632.12000000001,100185.19999999995,145963.68,107547.08,114463.76,113133.40000000001,123696.64,105123.59999999998,425073.76,418584.56,403983.04,942104.9999999999,1421633.32,2210077.68,405170.2800000001,466069.76,400129.32,417717.84
26,359936.0,455662.00000000047,414355.5,473397.0,439911.5,350357.5,357976.0,412965.5,328507.0,374667.0,195840.0,117037.0,114534.0,124308.0,2244288.0,362147.5,104393.0,109819.0,138932.5,104120.5,111034.0,125714.0,118023.5,105678.5,152740.0,114566.0,112023.0,115183.0,124400.5,127861.0,461369.5,421497.5,418134.5,996420.0,1469769.5,2399466.0,419599.5,492067.0,417681.99999999994,454390.00000000006
27,395933.60000000003,463964.0,435936.7199999999,481435.19999999995,454005.28,373167.36,388405.96,421598.96,334774.76,398094.32,196964.52,123719.4,113678.16,126267.2,2320818.9999999995,364021.28,113594.72,116726.36,148711.04,107288.36,111207.32,131675.0,115813.16,106803.40000000001,156302.36,117894.08,112318.08,128119.6,125143.36,128764.4,488374.24,426480.68,420260.04,1061522.6,1563760.52,2467052.04,414265.28,512567.7999999999,421397.08,462594.88000000006
28,421049.6000000001,505105.00000000006,460432.98,569444.7999999999,472914.12,381042.3,420434.74,437548.82,357294.6,405446.08,200850.64,122462.0,120196.81999999999,122621.96,2335798.36,361400.86,115507.42,123166.72,149374.66,112850.38,111979.51999999999,131273.0,120581.68,111830.42,160130.28,118864.56,118714.48,133819.80000000002,128205.62,126183.40000000001,529502.82,446120.58,433263.72000000015,1153626.1999999995,1604235.6400000001,2542052.8,436182.38,538782.62,429209.86,479651.76
29,463416.52,537858.6000000003,472549.16,619358.88,506436.5599999999,408331.76,429882.64,479901.48000000004,374221.68,439370.88,201564.72,123073.6,121157.84,137649.6,2419257.2399999993,369137.96,121429.88,124518.28,149989.96,115601.27999999997,115841.63999999991,131909.0,124493.52,112763.12000000001,171803.32,119464.31999999999,120224.23999999999,138147.2,141324.92,136610.19999999998,536723.04,464719.04,456647.12,1204944.0,1647949.52,2756806.1199999987,461292.04,555018.76,434480.56,493242.68
30,488418.36,581222.2000000004,507062.6,645648.08,537747.56,430951.0799999997,464050.16,509157.68000000005,415410.04,475284.5599999999,199036.96,120520.40000000001,121537.30000000002,168221.91999999995,2438219.04,373232.48000000004,123183.54,122353.7,147128.78,117589.06,123052.51999999993,144086.0,126780.94,112839.34,177996.08,123051.32,126451.68,140405.19999999998,141161.88,146161.80000000002,544620.78,482222.66,483792.18,1278706.9999999998,1704150.14,2849261.64,494204.38,582037.7,443558.22000000003,518868.7199999996
31,519537.9999999998,622642.0,559850.9999999999,667454.7999999999,570888.6,469394.5999999999,467517.6000000002,526303.8,444512.0,508132.4,207318.2,118294.0,131461.0,179546.8,2548168.5999999996,378054.6,124031.6,119659.00000000003,147905.4,121407.2,128149.4,142070.0,133275.4,113911.40000000001,187804.4,127005.59999999999,133382.2,154181.0,154670.0000000001,150520.0,557685.8,522325.99999999994,485152.80000000016,1373049.0,1746495.6,3030071.0,497019.00000000006,605123.3999999994,460030.60000000003,530994.4
32,556282.7400000002,650443.2000000001,607119.3799999998,726072.7,606369.4400000001,506320.8999999999,513925.08,558411.64,499339.39999999997,536942.8,209480.24,119243.2,161282.51999999987,182323.79999999996,2608319.16,379289.1,121410.1,120705.82,154219.9,119750.06,141625.24000000002,157702.0,155185.44,115431.22,193581.0,128233.32,139781.12,151520.6,162114.98000000013,154466.2,559491.74,535826.74,498340.68,1447834.4,1801709.72,3089338.48,516423.98,613143.96,494472.0400000007,556281.96
33,581343.56,686903.6000000001,645362.0,772953.72,630108.96,531893.3199999998,536151.04,581364.0800000001,512492.16,565633.64,214688.19999999998,124717.4,164409.47999999995,248131.27999999982,2652961.04,379679.16,120840.36,118762.04000000001,168417.52000000002,116920.31999999999,138529.28,164179.0,156706.64,121889.84,197731.56,126654.96,155433.72,158570.6,166009.52,164716.6,575536.28,548783.5599999999,540220.52,1493204.9999999995,1851042.0800000003,3135754.8,538033.4,666646.96,526754.36,580883.16
34,601152.12,705836.9000000001,683357.2799999999,786830.38,662025.86,561658.5,563451.1,630827.4800000002,545957.5599999998,591987.7599999999,215528.32,142550.8,181327.47999999998,274691.08,2739873.8,378407.3,123270.77999999998,122301.12,171944.12,118877.26,141421.76,164866.0,163269.39999999994,123672.18000000002,204126.16,124869.23999999998,169780.44,168245.4,177939.74,169781.19999999998,581819.74,585935.86,567186.6200000002,1588228.4,1942640.78,3180712.68,559811.26,673328.0599999999,562516.14,599926.96
35,664302.2000000001,770762.0000000003,724873.8,801891.0799999991,677428.08,590759.9599999998,606271.32,662071.3600000001,629298.9999999999,615913.64,213912.44,152824.00000000003,202812.63999999998,283927.88,2815701.16,378074.2,123131.95999999999,126036.16,178478.59999999998,118149.68,152331.24,165383.0,166413.12,124757.56000000001,216150.36,141411.56000000003,167776.80000000005,168414.4,183681.92,172586.80000000002,584946.36,591006.9599999998,587101.28,1674062.7999999998,2004134.04,3188365.44,579855.44,685944.44,590505.72,600548.96
36,710676.0000000001,832605.0,753817.4,900002.5999999999,700043.4999999999,596727.1,647981.6,722237.8,652537.6,647929.0,215156.2,170790.0,211387.0999999999,301429.3999999999,2880537.0,394285.9,142740.4000000001,142782.49999999994,183029.1,119169.9,155200.6,174400.0,183475.40000000002,131799.09999999971,237133.20000000007,156598.2,182290.8,188659.0,222495.80000000008,185809.0,592780.8,616606.6000000003,598830.5000000002,1719889.0,2056007.4000000001,3196906.6,595897.2,695220.7,607659.2,600771.5999999999
37,774810.12,880944.2000000002,774985.2399999999,994895.56,734557.3599999999,616208.76,692674.52,775091.16,679177.4,661893.2,217695.6400000001,188703.40000000008,241771.76,347751.16,2996321.6,406220.68,166090.4399999999,158829.47999999998,196943.63999999987,136899.67999999996,163502.60000000003,196117.0,188391.24,136921.1199999999,238830.72,162320.76,185766.20000000004,207381.00000000006,225260.64000000004,189321.4,604813.36,648006.5600000003,615929.56,1777363.4,2103609.76,3221512.12,630884.84,711121.88,628321.28,609310.1599999995
38,834911.1,912438.8,846154.9199999999,1034956.62,762573.1,642503.2999999999,745934.16,848451.8600000002,719750.0799999998,693986.52,234941.88,210090.0,251889.0399999999,368681.12,3049622.32,415619.68,194001.59999999998,164092.4,212133.34000000003,153336.69999999998,180905.63999999964,228250.0,201163.37999999995,157756.09999999995,235829.04,160390.35999999996,217061.96,228354.60000000006,228302.54,187558.00000000003,617456.88,665541.28,630999.58,1840875.0,2164863.06,3245974.8,662020.2,746764.86,630520.68,654158.08
39,907147.2800000001,929821.0,878827.32,1073735.2,792357.9199999999,651592.3999999999,799600.1600000003,901657.9200000003,758969.3999999999,736246.12,235880.96,238257.99999999997,279182.5199999998,404916.19999999995,3100390.8000000003,431034.64,210153.88,189059.79999999993,215223.08000000002,167632.12,208924.7599999999,236674.0,224333.96000000002,164874.28,245023.64000000004,185798.08,238842.44000000003,242848.8,240172.20000000007,212097.4,630987.12,687302.52,655409.36,1893750.0,2223516.3200000003,3267968.64,691325.96,765112.3999999999,655384.76,677827.7599999999
40,984073.7,974466.2000000008,924572.3999999996,1153239.3,842211.9599999996,669920.8399999994,863419.04,947145.9600000002,806519.84,761100.6399999998,242422.48,260325.8000000002,296672.18000000005,470432.83999999985,3205028.7199999997,454204.64,211284.94,194319.9199999999,223227.82,168748.62,221008.84,257040.0,253896.1399999999,163530.60000000003,275140.8000000002,201433.84,255492.28,267317.00000000006,262679.96,227392.8,637505.1199999998,712103.8000000003,664965.82,1953988.1999999995,2319094.760000001,3340433.36,703781.6000000002,794088.5800000001,671579.62,694260.96
41,1037590.6,1015942.0,968496.5999999999,1238125.0,893514.0,706971.5999999999,931272.4,1015930.2000000001,852479.9999999998,796461.0,253110.6,277597.0,303277.2,503196.80000000005,3288914.6000000006,460452.8,235681.80000000022,222418.6,225828.00000000006,182689.19999999995,236293.6,273421.0,264094.8,185440.99999999997,291755.00000000035,227114.0,270985.00000000006,273818.0,275237.6,240401.0,641133.6,744881.0000000001,697984.0,2026662.0,2356958.0,3373861.4,738858.600000001,819044.4,690148.8000000004,688778.6
42,1066141.4400000002,1048266.1000000001,1019367.86,1272653.66,942437.5199999998,745831.1399999999,992828.7,1064383.7200000004,913291.9199999999,850264.7999999999,274349.32,281871.4,317080.8,530925.72,3346258.52,478056.12,260547.74000000014,238116.3,240859.79999999993,201660.68,242407.88,305527.0,283214.12,218195.03999999998,318881.8,254050.4400000001,296599.04,279930.6000000002,285238.98,245397.80000000005,667525.5599999997,760098.34,715345.22,2076445.4,2446251.3600000003,3385809.7600000002,756672.44,842562.6,704189.68,734627.56
43,1106782.4,1091454.2000000004,1112001.44,1331486.4000000001,996703.9999999999,798140.5599999998,1041637.84,1148759.6800000009,931356.0399999999,894566.2799999999,275297.72000000003,314255.2,335864.32,533819.92,3502186.6,517468.04,295774.08,251370.0,262723.0000000002,219906.48,264932.5999999999,327640.0,309602.35999999975,232739.76,335193.84,274284.60000000003,301513.08,303217.2,286301.8,269327.4,715490.7600000001,805915.0799999998,725737.32,2147555.0,2531393.4400000004,3422531.4,802754.56,867498.7599999997,737895.4000000003,743952.72
44,1136246.46,1144134.3000000003,1166371.3599999994,1377936.04,1051433.9,851849.1599999996,1089411.1,1200037.3,972315.1599999999,948089.2,298423.8400000001,332492.0000000001,355697.72,588512.2,3614011.84,550012.76,296115.78,271414.96,280179.30000000005,239465.94000000003,299955.88,353095.0,330215.86,240170.04,342993.52,293768.44,308229.4000000001,318512.8,306560.18,298295.20000000007,717487.38,840009.66,748786.48,2207922.0,2594065.7,3477558.88,832386.46,900529.5399999995,764210.2400000007,758466.64
45,1186237.1199999996,1164920.5999999999,1214201.16,1425917.12,1094965.2,919205.1599999999,1141262.84,1230326.4000000001,1005995.9999999997,983955.8,317968.44,364435.6,359408.04,611390.36,3726262.92,574168.16,320402.96,301568.44,297090.92000000004,253838.39999999997,327989.1199999998,358206.0,334378.04,241874.03999999998,351602.2,314615.68,334405.36,328670.6,314008.16,302744.2,745289.8800000001,849872.2400000002,765261.68,2253251.4,2683729.04,3487072.28,842042.48,923236.64,793853.1599999999,795943.3999999999
46,1214495.1,1230775.5,1273547.3,1526949.2999999998,1137520.4,973858.7999999997,1180356.9000000001,1279745.2000000004,1073862.9999999993,1037965.0,330925.2,364577.0,357738.10000000003,651912.9999999999,3789636.6,583175.4,329105.0999999997,300813.19999999984,313471.49999999994,264181.8,338325.8,357114.0,337454.7,256178.6,365099.20000000007,323147.8,337191.60000000015,332087.0,331878.7,318047.0,782973.1000000001,853905.5,789322.3,2286842.0,2780543.2,3515050.2,847538.6,925150.7000000001,822040.1,818924.7999999999
47,1261032.2,1233680.2,1275369.24,1560507.08,1200433.16,1001230.4,1226538.56,1283398.04,1134165.4399999992,1094724.44,339530.96,365979.6,366131.84,704315.04,3942177.44,612094.8000000002,336428.04,310416.6799999999,326499.4,280818.5999999999,344228.8799999998,359700.0,347130.48,284036.19999999995,367857.6000000001,332511.79999999993,345281.76,339275.6,339276.4000000001,315576.19999999995,805879.36,869341.76,818164.9600000001,2335999.4,2866771.24,3534356.16,852861.4000000004,931856.36,835383.44,832331.7599999998
48,1283564.78,1260628.6,1276914.18,1564498.44,1247602.7599999998,1054488.2399999998,1275830.22,1284632.18,1190628.0799999991,1141475.48,369088.36,377204.2,369296.48,741772.3199999997,4075997.0,621048.66,339573.72,342259.92,349774.16,302403.69999999995,358414.88,368159.0,356948.78,297651.16,389788.44,363946.72,354032.68,343763.0000000001,358033.08,322010.00000000006,834924.1600000001,876497.74,830549.1599999999,2390955.0,2984333.3,3556003.88,865823.66,950564.76,872863.9,879865.1999999996
49,1284925.36,1268168.6,1278462.48,1571491.36,1289822.92,1111684.2799999998,1278922.44,1287739.08,1245479.32,1169974.0799999998,380074.36,379734.2,373408.96,816292.24,4163028.0399999996,620517.6,355697.87999999995,352411.72,358369.92,321117.43999999994,359002.76,373734.0,363056.1999999999,323102.56,390974.32,368108.84,356764.6,348526.8,360515.5200000001,358165.60000000003,883367.8,877842.76,859866.7599999999,2432399.2,3157576.2,3558293.08,871042.88,948938.3999999999,875980.84,910754.76
50,1286532.22,1276057.3,1279056.42,1573121.12,1293223.66,1174363.34,1280464.22,1286934.56,1249558.24,1218629.8,380575.84,382487.4,383527.32,848691.56,4274176.4399999995,631078.9,372604.1,375987.98,367929.3999999996,334159.64,363299.56000000006,386448.0,367320.06,320942.26000000007,396819.56,369701.92,373479.24,357292.6,359726.22,360327.8,913548.9,886975.26,885801.58,2487711.0,3291443.84,3570427.04,881620.08,955951.1799999999,890583.46,939372.84
51,110,101,104,267,116,99,105,117,126,97,254,268,259,245,258,247,250,245,239,227,270,275,263,229,264,256,269,254,253,252,749,732,744,750,742,749,724,729,741,781
52,369,364,339,584,423,378,336,386,346,379,334,352,318,427,1076,394,337,348,408,316,364,375,354,310,360,348,359,366,354,338,1014,921,929,1470,1625,1503,947,1000,910,977
53,29209,26570,28279,63167,29866,26233,28389,29900,60041,45095,68737,71469,69996,67030,69784,66984,67435,66969,65151,61697,72713,73734,71445,62791,72141,68104,71887,69530,69281,69261,203278,198063,200629,206047,200609,203067,196949,199054,200123,212184
54,1316724,1311989,1306997,1639188,1324532,1246491,1309646,1316903,1311190,1305805,455691,453940,456993,969446,4493730,703538,442613,443499,473201,403977,443914,460273,440778,388623,477075,440187,451623,431551,431172,431029,1150396,1100156,1095168,2842637,3579860,3790110,1085187,1164460,1103253,1167083
