index,257_1_www.whatsapp.com,257_2_www.whatsapp.com,257_3_www.whatsapp.com,257_4_www.whatsapp.com,257_5_www.whatsapp.com,257_6_www.whatsapp.com,257_7_www.whatsapp.com,257_8_www.whatsapp.com,257_9_www.whatsapp.com,257_10_www.whatsapp.com
39,518651.39999999985,527066.6,540685.3200000004,827653.0,364461.04,605454.6,610373.2000000002,372617.07999999996,555580.72,368974.0
40,571113.48,584371.6199999996,619183.9200000003,842984.0,441470.47999999975,698520.2599999991,624631.92,426756.91999999987,622724.2399999999,444731.0
41,629905.4000000001,625700.3999999997,679050.2000000002,890629.0,528396.7999999997,770680.7999999997,664668.2000000003,472603.19999999984,673108.0,519852.0
42,680316.1599999998,710241.7599999997,750032.2400000003,980136.0,615966.1199999996,839532.7,736215.8800000004,538878.2399999998,710124.2399999998,602805.0
43,711543.4,751918.52,825532.8800000004,1050449.0,695976.28,920681.0399999996,809214.5599999998,589267.04,742229.64,692450.0
44,784179.6799999996,806776.4799999997,841074.2,1071597.0,774650.7599999997,1005039.1599999993,833403.4,640100.0,791241.52,729834.0
45,838391.0,835309.4,921310.2000000001,1074173.0,834580.68,1063158.16,862644.0399999999,682046.2,837457.6,820340.0
46,840723.8,865046.1999999998,991839.4,1074977.5,868385.3,1064852.1,935012.2000000003,745481.6000000003,851236.2,847959.5
47,941317.9600000004,936662.5599999998,1062985.9200000002,1076873.0,937319.7200000001,1067519.88,993124.2799999999,806632.5200000001,941295.8800000004,896964.0
48,1024330.7200000001,1005270.9199999999,1068947.24,1076938.0,1021635.9199999998,1069943.24,1062304.32,871931.2000000001,1006909.1600000003,962959.0
49,1070184.04,1067514.52,1068449.16,1079597.0,1077496.24,1071446.48,1067082.2,928655.68,1069987.12,1031476.0
50,1067380.0,1067420.82,1068511.56,1081200.0,1077783.46,1074935.92,1069473.08,971292.7200000001,1072235.16,1080232.5
