index,254_1_www.whatsapp.com,254_2_www.whatsapp.com,254_3_www.whatsapp.com,254_4_www.whatsapp.com,254_5_www.whatsapp.com,254_6_www.whatsapp.com,254_7_www.whatsapp.com,254_8_www.whatsapp.com,254_9_www.whatsapp.com,254_10_www.whatsapp.com
18,58199.64,59457.939999999995,48741.32,51027.36,58696.48,49335.60000000003,60519.0,61843.119999999995,60930.8,54124.16
19,59087.64,76979.95999999998,49046.36,50328.36,59192.24,55134.32,59881.0,78713.52,63135.2,56345.44
20,72220.51999999993,143806.64000000013,48184.78,118591.91999999998,62074.60000000011,59307.22,124033.0,98815.68000000007,62157.4,55545.28
21,129149.19999999981,209405.59999999992,96332.80000000019,194812.40000000008,132017.20000000027,59822.4,196177.0,138293.2,94114.0,64918.79999999987
22,207733.36000000002,266911.88,182047.14,224584.6,205189.56000000032,85924.51999999993,263172.0,188366.94,172571.59999999992,155251.5199999998
23,258938.48,285948.36,249560.12,277714.64,267709.76,149766.40000000002,286778.0,267708.12000000017,230011.6,244525.47999999998
24,283325.44000000006,292319.98,271055.5399999999,280622.44,286577.58,182310.12000000017,291342.5,308892.5800000002,271573.39999999985,260759.80000000002
25,288324.84,303818.4000000001,277860.24,285361.08,288692.0,235156.8,311844.0,387956.1600000002,292263.6,284792.56
26,293312.0,320113.0,282267.5,285833.0,294007.5,283787.0,331122.0,465402.0,295530.0,288702.0
27,299768.12,412270.88,293933.23999999993,290502.24,297277.52,289116.0,411375.0,520548.72,309030.19999999995,290462.64
28,348468.91999999987,477713.07999999996,300692.3,308980.92000000004,300231.24,294580.4,477309.0,551139.4400000001,316213.0,295621.68
29,413967.8800000003,548869.92,360852.7200000001,314815.95999999996,316924.28,311428.56,525611.0,579004.16,376198.99999999977,300749.16000000003
30,453360.3600000001,640510.5199999999,470140.95999999996,366409.64,323328.04000000004,373549.04000000004,603335.0,631380.88,496539.99999999965,315376.56
31,491485.8000000001,714129.2,545876.1999999998,406710.6,378682.4,438225.60000000015,707209.0,659245.6000000001,579426.0,362999.8
32,552120.2000000001,807834.3200000002,627014.48,466142.12000000017,437724.1600000002,501274.63999999996,794973.5,689836.3200000001,669771.9999999995,413999.88
33,613807.0,893487.36,693364.52,546055.32,518282.2800000002,563972.0800000001,833591.0,720427.04,763992.8,486426.3599999999
34,690886.1600000003,1017081.26,748435.8799999999,607349.2000000001,603845.4000000003,624975.8000000002,930681.0,748291.76,859593.4,560760.9599999995
35,777825.92,1092638.48,816171.0800000002,702529.6,668445.9600000001,693454.9600000004,1030218.0,831090.6399999999,872247.3999999997,647137.0800000001
36,869112.4000000003,1114182.0,851326.5,803560.0,736765.8000000002,787625.4000000006,1091715.0,877601.2000000001,998139.0,755321.1999999998
37,963865.5199999999,1230033.28,907375.0,866987.56,805826.9600000004,869062.3599999999,1140382.0,910917.92,1092924.7999999998,861286.5999999999
38,1053870.92,1305616.7599999998,1000165.8800000004,964611.0400000003,903757.5,954893.8799999999,1203976.5,941508.64,1120043.7999999998,963434.2000000001
39,1092919.8,1404539.4800000002,1080545.48,1046086.96,992758.6800000005,1074326.44,1275522.0,972535.5200000003,1176775.0,1078342.5599999998
40,1126589.72,1450485.12,1102107.2,1092302.88,1100697.56,1095313.2,1335170.5,1032920.2400000002,1229076.4,1120649.7599999998
41,1206336.5999999996,1560533.5999999999,1160442.6000000003,1127003.8000000003,1103478.6,1171591.6000000003,1406065.0,1097855.2,1289192.0,1210796.7999999996
42,1287100.6400000001,1602241.6,1218672.2799999998,1243270.3199999996,1211958.6800000002,1274979.1600000001,1476607.0,1110496.2000000002,1346218.4,1291224.16
43,1389616.72,1663963.36,1272872.24,1309646.68,1312247.1200000006,1361470.8,1564012.0,1160844.0,1433689.6,1371567.7599999998
44,1482223.68,1724314.64,1345931.8600000003,1389673.8,1357879.6,1410152.92,1626939.0,1221536.58,1505865.8000000003,1472340.5999999996
45,1555877.44,1849681.88,1429968.2,1490435.8800000004,1436152.8400000008,1471749.2,1693849.0,1327215.9600000004,1594099.1999999997,1562899.88
46,1573702.1999999997,1875830.6,1523166.6,1567462.7999999998,1553259.2000000007,1543705.8000000003,1781949.5,1449697.8000000003,1685320.0,1570372.5999999999
47,1641556.52,1879001.52,1604104.3199999998,1570918.4,1626224.08,1573962.2400000002,1844181.0,1566547.56,1786371.1999999995,1645955.0
48,1668709.5599999998,1882154.84,1688651.28,1642210.04,1668091.7800000003,1644467.46,1875453.5,1646974.4800000007,1877442.6,1694307.72
49,1759190.64,1882956.72,1744366.9200000002,1722978.9599999995,1731824.5999999999,1714290.3199999998,1877203.0,1759590.6800000002,1879936.0,1796860.7599999998
50,1841088.9200000004,1879043.08,1815538.22,1806962.7999999998,1842303.96,1819950.3199999998,1880754.0,1878142.78,1883975.0,1877868.44
