,46_1_www.instagram.com,46_3_www.instagram.com,46_4_www.instagram.com,46_6_www.instagram.com,46_7_www.instagram.com,46_8_www.instagram.com,46_9_www.instagram.com,46_10_www.instagram.com,47_1_www.instagram.com,47_2_www.instagram.com,47_3_www.instagram.com,47_4_www.instagram.com,47_5_www.instagram.com,47_6_www.instagram.com,47_7_www.instagram.com,47_8_www.instagram.com,47_9_www.instagram.com,47_10_www.instagram.com,48_1_www.instagram.com,48_2_www.instagram.com,48_3_www.instagram.com,48_4_www.instagram.com,48_5_www.instagram.com,48_6_www.instagram.com,48_7_www.instagram.com,48_8_www.instagram.com,48_9_www.instagram.com,48_10_www.instagram.com,49_1_www.instagram.com,49_2_www.instagram.com,49_3_www.instagram.com,49_4_www.instagram.com,49_5_www.instagram.com,49_6_www.instagram.com,49_7_www.instagram.com,49_8_www.instagram.com,49_9_www.instagram.com,49_10_www.instagram.com
10,25520.0,14215.399999999998,11108.2,14207.4,26983.8,14170.6,14420.4,14817.200000000004,51099.00000000001,50806.8,52974.0,51019.4,60544.0,55599.2,49336.8,50938.6,49346.0,46236.2,67706.0,69071.8,67001.8,63026.400000000016,60469.0,60750.8,63367.0,66912.6,63243.39999999997,63677.2,54916.6,41496.8,43069.6,43012.8,50532.8,44173.599999999984,37179.4,46189.8,49596.4,49342.2
11,24844.0,21607.4,22691.4,17781.399999999998,88766.04000000005,13988.92,26067.22,16163.92,51228.48,51932.28,59086.5,51817.52,58361.2,53803.52,52141.78,54276.26,57442.9,52314.64,72520.4,67317.28,71134.28,68377.96,66359.0,67499.76,66654.59999999999,71523.76,68629.84,64517.9,56943.68,45381.3,44334.03999999999,47563.82,50916.22,51300.04,42494.28,50725.02,49397.64,53807.1
12,26290.0,25318.96,22065.48,25798.44,177308.88,25662.08,25457.36,21911.4,49382.16,55339.2,61626.0,54822.44000000001,59166.0,52042.16,57961.24,55642.28,59569.19999999998,56069.4,71806.68,70258.4,71486.04,70707.32,71721.60000000003,70461.6,71003.84,73646.07999999999,73041.4,68648.44,63028.64000000013,51829.08,48083.48,54395.8,52630.80000000003,50990.68,46107.76,53112.84,51007.88,53284.2
13,97364.0,25372.799999999992,25624.200000000008,25176.08,258322.32,25237.56,27000.18,27317.32,52587.8,59222.76,62815.5,58221.55999999999,62615.49999999999,55346.4,59714.76,61812.18,61639.7,60543.98,73432.64,74957.12000000001,75883.36,72895.92,72814.6,72578.52,73373.8,74012.72,72869.4,73364.7,191338.96,51870.48,52169.52,53882.7,63821.04,53346.28,50282.84000000002,55651.56,53499.28,53425.19999999999
14,137864.0,58470.64,61384.83999999997,25494.6,325363.52000000014,24695.48,67592.35999999997,26661.72,56316.4,61245.12,62552.0,61063.4,69384.4,59419.56,61700.12,62073.04,63318.4,60913.76000000003,81909.08,76649.84,76997.6,75480.64,76370.4,75321.8,77107.60000000003,72975.68,75235.76,72989.72,218680.64,53977.04000000003,52291.24,55177.96000000001,66248.92,55832.24,51825.6,54908.36,52285.52,61358.48
15,176066.0,91187.39999999986,113057.39999999985,61550.79999999995,361257.60000000015,28651.799999999952,120633.8,45968.60000000001,60781.2,63610.2,73602.0,63523.1,71399.5,62696.400000000016,64126.3,64552.1,71791.0,62612.10000000001,80808.4,80752.40000000001,75876.0,75333.6,79592.0,75023.2,78860.8,149607.7999999999,75023.99999999996,77792.99999999997,253959.6,57722.10000000001,53864.99999999999,55421.99999999998,65998.4,54891.2,52325.8,54456.9,118926.2,60285.8
16,188486.0,159847.16,173742.32,103995.4399999999,423918.8,52950.03999999999,167969.63999999998,106839.00000000006,63033.44,66325.32,72682.0,62401.40000000001,73262.00000000001,66202.92,69471.48,61344.84,71408.8,68775.40000000001,80272.04,83381.24,112573.32,74361.2,86292.20000000001,93782.83999999994,77714.52,207706.2,124925.0799999999,82975.59999999999,278255.36,57137.08,57576.48,63270.48,83391.16000000003,76003.80000000003,51308.48,67539.04,219459.68,61870.48
17,199187.0,217468.52,240663.04,162668.83999999994,463893.6,84912.92,224832.84,157304.56000000008,66022.24,65527.52,71872.0,71470.16,75913.6,69332.64,68828.52,76720.62,92966.39999999994,75527.12,81603.8,82479.52,182650.44,101947.80000000002,86904.79999999999,113481.92,115271.56,212229.88,171006.52,83851.92,361651.52000000025,56458.10000000001,56982.38,62150.76,133787.84000000008,99226.96,59893.72,76177.60000000003,243764.1200000001,63781.34
18,223403.0,263793.6,291564.4,208662.75999999983,519660.16,119599.47999999998,274586.24,205544.2400000001,69904.19999999997,80935.39999999988,75470.0,70413.92,75355.59999999999,72243.48,68209.64,83016.68,172078.19999999998,74788.32,83584.56,112542.88000000008,222037.56,194549.72000000012,86175.2,167475.1600000001,116949.04,224464.31999999948,236526.51999999981,86016.2,381402.48,131411.68000000052,59523.72,64070.04,168331.96,120717.4,63155.36,172512.04,260917.52000000005,63019.8
19,294647.0,302230.8,339496.64,248313.2,574642.2000000001,161569.63999999996,311142.3200000001,263466.2,73844.08,179736.39999999997,103746.0,72329.92,76782.9,77729.44,126580.27999999993,81850.96,257291.9,74449.66,122013.72000000007,185733.9600000004,256319.48,228019.76000000013,90552.2,216589.56,170828.48000000019,262817.04,262514.26,85335.54,506084.44000000024,175912.44000000015,58777.54,66271.78,228587.76000000013,188216.1999999999,63089.36,181442.6800000001,297742.64,135637.14
20,302515.0,351915.0,368907.19999999984,282836.0,614346.6,221884.0,344008.40000000014,274652.0,73301.2,251708.4,168007.0,74712.0,130560.0,76929.2,157639.99999999994,82131.2,259849.0,78011.8,230532.60000000038,221386.8,304233.0,262407.2,89746.0,262668.2,269132.4,264140.8,261962.8,134790.59999999992,635408.6,232254.8,58342.6,65089.8,263802.60000000003,251949.0,62179.0,248294.99999999997,366876.6,172021.0
21,310975.0,398069.7599999999,403029.28,295838.08,616028.16,265328.55999999994,404256.9199999999,291308.84,87629.59999999998,252017.92,211865.0,74020.16,212766.00000000003,78534.88,233596.4,85623.06,281606.4,77408.66,269728.92,270427.04,363972.24,262578.4,104583.60000000006,264313.36000000004,270667.88,284936.84,308430.4,214590.27999999988,691929.68,256172.82000000012,97360.96000000002,138010.98,285968.92,262886.0000000001,95523.28,251224.68,404003.6,208990.32
22,333771.0,436858.04,445979.9199999999,325579.44,610106.48,318204.32,446246.28,378463.96000000025,171813.00000000006,277603.8,261705.0,109856.80000000003,278046.80000000016,78000.28,251220.8,84483.56,301834.19999999995,103397.76,271431.0,280967.6000000001,399639.16,279569.84,185376.60000000038,263665.72,271829.96,394348.2799999999,333083.64,263110.16,794436.76,292208.24000000005,176280.27999999988,216363.88,294478.64,289322.72000000003,155703.36000000004,252607.76,453332.96,240963.96
23,374885.0,478617.3999999999,488295.9199999999,370938.16,623742.64,348817.6,479156.96,436698.12,178101.64,325294.64,323594.0,208973.16000000024,316890.2,106435.63999999977,280080.35999999987,135430.9199999999,380546.4,187936.12000000017,305686.72,388410.3200000005,443118.9600000001,321405.24,260099.8,290157.48,273266.48,451140.2,376996.12,272989.56,899832.4800000007,396312.4800000002,205001.92,241018.7,394279.36,329208.7600000001,197985.72,287511.04000000004,495303.2800000004,262043.24
24,429759.0,504506.67999999993,533438.96,432915.87999999983,669428.2,357418.8,523029.6,459533.48,253295.0800000001,411929.19999999984,414299.0,255315.72000000012,359571.6,118956.64000000006,282747.48,212566.95999999996,453299.4,285629.16,306996.52,457242.1600000002,498596.52,389356.92,277086.2,346111.72000000003,275047.8,517689.2,420145.08,277511.04000000004,978337.72,447643.24,255317.8400000001,262018.72,444409.28,370723.08,224661.12000000017,345665.56,509020.64,260966.68
25,493957.0,537532.0,574530.0,459051.0,724139.0,366088.0,538777.0,486041.0,281572.0,422625.0,419762.0,269248.0,374821.0,187762.0,284243.0,292704.0,531866.0,298263.0,386315.0,466087.0,498611.0,393452.0,297536.0000000001,385577.0,301045.0,567157.9999999995,487536.0,343264.0,1072615.0,451474.0,291209.0,275133.99999999994,457348.0,425073.0,259203.0,385178.0,602366.0,282896.0
26,546699.0,577794.2,606306.6,488749.96,765740.64,374029.2,582619.5199999998,511154.08,320982.4,473355.1199999997,441294.0,283823.84,384249.8,232356.72,325261.52,325791.44,563652.7999999998,361593.0,432005.32,465804.64,571310.8800000004,394112.56,357007.6,394461.84,376996.9199999999,600243.36,534653.64,374442.6799999995,1075859.8,485163.76000000065,353901.36,335283.48,533575.0400000004,470394.84,282200.60000000003,393975.92,712827.4400000002,325477.28
27,614482.0,614115.12,612796.12,528696.76,851240.2800000005,389425.1199999997,614344.38,552738.36,398100.76000000024,557731.2399999999,512813.0,322416.3200000001,437757.40000000026,288982.52,425923.36,349405.68,634918.1,412532.3600000002,518748.72,482320.6,654449.7600000001,486862.64,419640.00000000006,398616.08,444900.12000000005,685450.4799999996,544456.3,468966.56,1077317.28,597498.4,411934.08,376595.56,625140.42,495122.9199999999,366657.96000000014,415693.98,810947.2,390442.2400000001
28,615801.0,615789.28,610375.6000000001,585925.3200000001,920615.6,449335.6,615839.28,615794.88,499318.9600000001,675638.68,572739.0,366692.9600000001,456631.4,311104.28,514992.36,400616.1999999999,684727.4,465159.6000000004,624106.64,613873.7600000002,666225.76,595228.8799999999,426948.8000000002,504046.2,447200.64,800972.84,589383.7999999999,467893.84,1100319.6,685321.4000000004,411017.08,429903.79999999993,738290.8400000002,602627.8800000004,372224.44,458766.52,840459.0800000002,482769.76000000007
29,610216.0,613787.3,606529.64,613933.4400000001,969882.16,500698.11999999994,610320.64,617450.98,582399.28,677428.6,664252.0,412891.84,531226.6000000003,335983.43999999994,547121.08,451732.94000000006,733090.9999999999,478938.34,779635.5200000004,654957.88,764477.5200000004,612674.8,517228.2,594517.2399999998,520002.68000000046,820069.0799999997,677094.92,500547.6799999997,1179006.4400000002,763694.2000000004,478489.5,472498.7199999996,792623.62,701943.1200000005,402146.4400000002,518290.9199999999,922611.4,567353.4
30,609685.0,609755.8,605917.2,615653.4,974154.4,551870.7999999997,609773.2,612958.4,591348.0,721791.2,718085.0,411669.8,634252.0,361264.00000000023,567618.6,461845.8,771094.0,531112.1999999997,915972.4,679913.6,866323.8000000005,685125.1999999997,562975.0,773663.8000000003,581840.4,870838.9999999999,712927.2,584159.8,1252755.4,811157.8000000002,561079.6,586067.3999999997,795141.6000000002,774966.8000000002,462556.4000000001,614583.0,1004885.0,629459.6000000001
31,644573.0,609048.74,661724.1599999998,609834.84,976151.92,595029.6,609496.6400000001,610923.26,689402.5200000004,809521.64,722627.5,437234.52000000025,656192.4,393734.08,635576.7200000001,481904.12,819874.5999999994,597203.04,955665.8,717668.16,919711.6,778802.2399999999,605364.8000000003,948651.68,680088.5200000004,946229.8799999995,771800.3999999998,611848.22,1279864.64,904882.7800000007,652997.16,681178.5400000003,841319.36,863845.8400000002,568874.2800000004,641551.04,1035124.32,704973.2800000001
32,750143.0,650442.9199999999,723009.5199999998,609326.24,978868.36,613690.76,679289.64,612429.84,726144.2,889049.92,808077.0,568889.9200000003,773147.6000000002,433732.9199999999,683579.64,596734.88,888852.2,627115.8,1039349.4,911376.8000000005,993504.16,858303.84,689144.8000000004,998434.2,762861.8,1027529.76,825030.9199999998,696110.6799999997,1284361.72,929288.4,734092.96,761674.2,907923.44,953400.72,661213.1600000003,670069.88,1069371.9200000002,787883.52
33,785049.0,712323.78,783615.8799999999,629754.96,1024209.76,615461.32,738001.1599999998,672156.7200000001,819035.36,936432.4,836977.0,673262.4400000001,858457.1999999998,528227.24,727328.6799999998,705701.4799999995,968507.8000000002,699847.5200000004,1093195.16,1010014.52,1069155.8,892501.5599999998,707939.6,1022000.84,847183.36,1060885.2,872303.1199999995,751231.5999999994,1286819.56,944050.24,790115.5199999998,804201.4399999992,967426.5600000008,1005407.04,744583.8,730197.72,1070386.92,818564.2000000002
34,813921.0,746769.16,844334.2399999999,685105.3599999999,1040381.56,609989.88,742935.76,688105.1200000001,918995.92,988360.96,937112.0,760133.2799999998,973791.8,611354.84,776662.3200000002,777964.36,1045608.0,802997.8800000001,1095033.12,1071206.68,1085557.12,963406.76,792005.2000000008,1061494.4,939155.28,1083838.48,983808.76,831372.6399999997,1321933.2800000005,1015384.84,860121.1600000003,857742.5999999997,1001498.04,1060732.32,764654.9200000005,780410.0000000001,1073699.48,940574.24
35,876361.0,813472.8,909535.6,773334.1999999998,1041996.4,609435.6,795195.6,766622.8000000002,1015990.4,1079459.6,989055.0,867988.2,1005891.0,687791.5999999994,801400.6,875931.9999999999,1103674.0,889836.4000000006,1097993.8,1092121.4,1088986.7,973577.6,896620.0,1084807.6,1029795.6,1087677.6,1068441.9999999998,903658.7999999992,1323860.3,1073024.7,925528.2,920888.0,1075390.6,1074445.6,859208.8000000002,828595.8,1078595.4,1024844.1999999998
36,924161.0,855343.1599999998,962773.44,843080.24,1043582.84,615695.7999999998,859460.7200000002,813084.76,1101836.36,1096651.28,1050074.0,944410.2,1101419.2000000002,783034.0800000002,876417.9999999999,984363.4400000002,1106612.4,1012997.7999999996,1097134.52,1095349.16,1091619.28,985140.96,962767.2,1087607.44,1095711.52,1089242.76,1086034.84,1016780.2399999999,1322986.92,1074345.92,974375.8,973340.92,1088137.68,1075912.76,920551.6800000005,861385.2799999998,1079977.16,1049682.1199999996
37,969803.0,916115.92,969282.08,893988.72,1043389.48,647728.7200000001,931975.24,870980.3600000001,1106320.8,1098066.32,1110214.5,1044180.0400000005,1109847.7,863365.7200000002,951068.76,1040475.4799999995,1107927.2,1105806.62,1125391.12,1096882.72,1090425.92,1017359.9199999998,1044750.0000000005,1089126.0,1094882.56,1088258.0,1087773.46,1093502.5199999996,1328902.02,1076108.48,1047966.6,1024273.0999999995,1094581.64,1075208.92,981495.4399999998,924134.6,1078815.72,1083714.38
38,972604.0,969125.76,971435.96,949989.4,1047651.56,728424.2799999998,969692.36,936791.4800000002,1124942.1200000006,1099354.68,1109430.0,1106258.16,1111742.2,958246.28,1041927.5599999998,1114776.92,1136105.0,1107236.92,1186156.08,1096191.68,1161299.92,1061408.12,1098781.8,1090842.8,1093752.44,1101675.0399999998,1089315.48,1096184.2,1332751.92,1076309.28,1062982.4,1080632.36,1129712.6800000002,1086000.08,1078336.68,967134.24,1105749.6,1085170.44
39,974535.0,972219.88,973164.36,972216.92,1049018.08,791349.8399999997,972051.54,970691.52,1136491.68,1100972.28,1120761.0,1107676.48,1110205.6,977058.52,1103129.48,1116349.54,1191058.9,1108478.36,1255071.92,1135431.8000000005,1164518.98,1087030.68,1100449.8,1108277.8,1133927.84,1126517.3999999994,1088233.16,1097832.94,1335012.26,1082652.7400000002,1075971.74,1084480.1,1163613.2600000002,1099556.6,1079875.88,1019650.72,1206422.32,1084107.3
40,976276.0,974303.0,975079.0,972077.6,1049414.6,847332.4,974305.6,980346.4,1138138.0,1099938.2,1196677.0,1106886.2,1130759.0,1021105.1999999998,1102882.8,1115239.0,1196968.0,1132008.4,1274221.0,1173037.6,1163736.8,1089842.0,1101992.0,1158284.7999999996,1213459.2,1236302.6,1124828.799999999,1099311.8,1337205.4,1084178.6,1077544.0,1087624.2,1210825.0,1130892.6,1081313.8,1075065.4,1273527.2000000004,1100675.0
41,979011.0,976122.16,986549.6399999999,976089.32,1050677.16,897152.5599999998,975916.38,982305.86,1169701.12,1135827.32,1255120.0,1144342.12,1172341.6,1060687.68,1120918.36,1166528.64,1300511.4,1187430.3200000005,1303157.52,1216309.88,1195934.9400000002,1091343.36,1103375.0,1212721.9599999995,1272031.72,1289037.8,1179345.2399999993,1098253.3,1335460.8,1083274.36,1077410.24,1091571.48,1287088.36,1188248.36,1082755.72,1076687.98,1280936.36,1129128.4
42,1005261.0,975603.12,1013289.4,975588.24,1053635.2,946681.08,978396.44,984021.04,1257204.96,1200168.0399999996,1294161.0,1186698.96,1232158.2000000002,1111181.08,1154275.56,1236608.52,1303210.8,1237063.4799999995,1304711.84,1272008.92,1274355.4,1092864.1999999995,1103377.0,1289582.72,1296016.76,1290144.44,1272529.9199999995,1118502.32,1338126.32,1124902.32,1078876.68,1091829.76,1291539.36,1271351.1600000004,1085488.16,1075279.36,1282900.16,1258297.24
43,1039245.0,978282.9,1035246.56,978916.2,1056986.88,969476.88,980816.28,986815.56,1325913.96,1291094.48,1308272.5,1270687.3199999998,1259091.1999999995,1112727.88,1232868.1999999995,1306241.38,1330608.9,1301061.32,1304827.8,1290593.0800000005,1306793.64,1163012.0,1141095.0,1292285.52,1298542.76,1310686.3599999996,1290527.4,1181316.2399999993,1340316.28,1160145.52,1077965.72,1106140.4,1292567.62,1276342.52,1091339.6000000006,1074237.96,1320006.92,1285560.54
44,1040562.0,1011205.36,1036680.64,1017055.28,1058476.16,972022.48,1020516.56,991361.2400000001,1327141.84,1292662.68,1311093.0,1297661.28,1332754.2,1114952.56,1237464.72,1308204.36,1331140.2,1303988.76,1312787.12,1301319.16,1363477.44,1162062.96,1192345.8,1291439.68,1297658.92,1362081.72,1290308.92,1274385.8,1342483.2,1208196.24,1077059.84,1124826.72,1331036.56,1279530.52,1121231.12,1106100.92,1320329.72,1285527.88
45,1042360.0,1038387.6,1038717.8,1038422.2,1071066.8,974276.4,1038317.2,1046676.9,1327356.2,1298198.8,1319769.0,1302996.2,1333401.5,1116934.2,1292427.3,1310624.2,1331372.5,1307408.3,1312019.2,1300485.6,1364291.3,1182743.0,1239811.0000000002,1327698.0,1339627.2000000002,1365892.2,1330302.799999999,1297934.6,1344629.0,1275303.1,1131292.2000000002,1150758.6,1334917.0,1280402.4,1120327.6,1129717.4,1321077.8,1291832.4
46,1041961.0,1040380.84,1039956.16,1040287.68,1087013.44,975913.96,1040280.24,1048406.52,1328089.2,1313663.4799999995,1340199.0,1303665.52,1333793.4,1144444.96,1325957.4,1326487.64,1331802.2,1309416.8,1329208.0400000005,1356663.2000000004,1362554.56,1207038.1999999995,1275044.8000000005,1363189.28,1357580.56,1368982.16,1362885.76,1302419.72,1346814.64,1284605.64,1218089.0399999996,1276814.36,1335620.12,1284472.4,1138321.8800000004,1145913.32,1321202.16,1290736.28
47,1043688.0,1041895.22,1040207.52,1041894.76,1091254.52,975524.92,1041771.74,1050086.16,1333813.4,1327288.12,1339196.0,1314225.2000000002,1336873.7,1173038.16,1330635.9,1340965.74,1338141.3,1339206.94,1384699.0,1373144.28,1369021.56,1252842.6,1304975.2,1365510.28,1369505.08,1369430.24,1364362.22,1301773.78,1349074.98,1286681.4,1278077.58,1292747.14,1341628.8,1317124.48,1192820.92,1204358.5599999998,1326544.6,1327892.32
48,1046279.0,1041431.64,1042955.12,1041168.28,1093536.12,978212.56,1041601.56,1049557.92,1335021.52,1327971.04,1333115.0,1332828.96,1341130.2,1214574.8800000004,1326309.56,1340134.24,1340294.2,1338323.32,1384960.04,1373577.56,1370971.96,1324562.52,1304316.6,1366377.52,1374588.76,1369339.08,1363405.84,1305391.7199999995,1351335.32,1292612.08,1280551.64,1295510.44,1343590.24,1317414.64,1228569.88,1245492.32,1329670.08,1332197.36
49,1046183.0,1043321.46,1042944.56,1043210.64,1093936.92,989341.6,1043285.94,1051429.46,1337385.32,1323499.28,1333195.0,1335668.98,1343337.4,1288586.76,1324521.48,1343213.26,1342472.0,1340982.86,1384922.4,1373937.28,1373511.48,1362141.84,1376708.2,1361526.4,1378421.68,1369960.84,1366316.66,1372514.04,1353595.66,1291780.46,1298520.42,1299795.5999999996,1345752.62,1315978.16,1309285.1200000006,1297518.24,1330274.16,1327761.98
