,254_1_www.whatsapp.com,254_2_www.whatsapp.com,254_3_www.whatsapp.com,254_4_www.whatsapp.com,254_5_www.whatsapp.com,254_6_www.whatsapp.com,254_7_www.whatsapp.com,254_8_www.whatsapp.com,254_9_www.whatsapp.com,254_10_www.whatsapp.com,255_1_www.whatsapp.com,255_2_www.whatsapp.com,255_3_www.whatsapp.com,255_4_www.whatsapp.com,255_5_www.whatsapp.com,255_6_www.whatsapp.com,255_7_www.whatsapp.com,255_8_www.whatsapp.com,255_9_www.whatsapp.com,255_10_www.whatsapp.com,256_1_www.whatsapp.com,256_2_www.whatsapp.com,256_3_www.whatsapp.com,256_4_www.whatsapp.com,256_5_www.whatsapp.com,256_6_www.whatsapp.com,256_7_www.whatsapp.com,256_8_www.whatsapp.com,256_9_www.whatsapp.com,256_10_www.whatsapp.com,257_1_www.whatsapp.com,257_2_www.whatsapp.com,257_3_www.whatsapp.com,257_4_www.whatsapp.com,257_5_www.whatsapp.com,257_6_www.whatsapp.com,257_7_www.whatsapp.com,257_9_www.whatsapp.com,257_10_www.whatsapp.com
15,50232.00000000002,53703.2,45167.9,49583.8,46644.00000000002,44093.9,51998.5,58572.6,58480.0,52994.2,46170.4,52551.99999999999,51247.6,46255.1,48938.40000000001,59939.8,45331.10000000001,45946.0,52167.8,50333.00000000002,61915.8,47337.5,60315.6,46060.10000000001,62347.39999999997,58065.39999999997,53767.99999999999,46673.00000000002,59050.4,46145.2,34137.0,36425.4,38226.4,42316.0,40387.8,38142.7,42926.2,35947.8,39373.5
16,55957.72,57512.28,47688.64,48755.72,55536.04000000002,44559.80000000001,56682.0,62664.24,57879.2,54824.24000000001,49160.16,56968.56,54304.56,46568.04,54406.48,59188.52,49151.8,43739.60000000001,50707.28000000001,56349.12000000001,62023.0,52481.00000000001,59943.44,49104.04,64823.92,59964.76,60700.24,53225.32,60403.92,48901.6,38040.8,38616.96,42626.04,41952.0,39971.08,40279.32,42498.92,37645.32,43793.0
17,58199.64,59457.94,48741.32,51027.36,58696.48,49335.60000000003,60519.0,61843.12,60930.8,54124.16,51106.12,60065.72,54117.84,56804.30000000005,53402.2,61585.04,52011.68,54804.4,57940.36000000001,60290.88,62492.76,55843.2,61849.88,55419.68,66299.12,74455.67999999995,60403.92,54935.68,109177.2399999998,55701.44000000001,40014.28,40463.22,42063.68,43250.5,42172.46,42250.7,42527.16,42483.84,45530.5
18,59087.64,76979.95999999998,49046.36,50328.36,59192.24,55134.32,59881.0,78713.52,63135.2,56345.44,55704.76000000002,59054.0,66236.56000000004,60024.84,87041.16000000003,60621.799999999974,51257.52,56467.19999999997,58575.47999999999,59856.56,63032.88,58670.4,61019.64,58224.36,69159.43999999996,110886.68,60232.84,70683.52000000003,211600.31999999948,57815.16,41097.48,42046.32,45347.72,48519.0,41475.36,41922.76,41183.44,42046.2,50256.0
19,72220.51999999992,143806.64000000013,48184.78,118591.91999999998,62074.600000000115,59307.22,124033.0,98815.68000000008,62157.4,55545.28,59380.84,150089.8000000001,147548.5200000001,59303.02,164741.84000000005,123493.91999999988,105614.55999999984,58330.2,58610.92,80282.44000000031,63973.46,59434.4,83371.83999999997,60693.3,160422.51999999967,142163.71999999986,59474.18,94720.80000000002,251904.76,59845.88,42529.64,43923.74,46735.20000000002,48880.0,39877.599999999984,43580.18,42502.400000000016,41419.92,50605.5
20,129149.19999999981,209405.59999999992,96332.80000000019,194812.40000000008,132017.20000000027,59822.4,196177.0,138293.2,94114.0,64918.79999999987,59589.6,209166.60000000012,218492.8000000002,150279.8000000002,233044.4,204230.4,155506.00000000006,88211.0,63021.2,168887.20000000007,64638.2,72436.0,140388.79999999993,59944.4,230925.39999999962,180637.39999999976,103210.5999999999,137500.0,289086.99999999994,67041.19999999992,41333.2,44959.99999999998,53436.2,51957.0,52340.59999999999,46596.99999999999,53849.80000000001,42497.6,49856.0
21,207733.36,266911.88,182047.14,224584.6,205189.56000000032,85924.51999999992,263172.0,188366.94,172571.59999999992,155251.51999999981,95759.80000000002,280807.97999999986,258114.64,239685.28,283549.68,240090.88,221595.66,161263.8,98664.16,215709.08,85206.40000000001,154655.40000000026,182288.56000000003,128216.76,275711.58,202002.08,177245.2,149965.52,293813.84,132593.71999999994,42171.6,51339.76,54550.12000000001,56297.5,56525.18000000001,52127.92,58254.32,46680.60000000001,50153.0
22,258938.48,285948.36,249560.12,277714.64,267709.76,149766.40000000002,286778.0,267708.12000000017,230011.6,244525.48,183378.52000000022,287291.6,281628.6,241482.72,286275.84,287999.56,228480.96,229081.8,134728.16,238303.32,168056.04000000007,231297.2,225897.36,197472.12,297436.88,268869.24,222361.32,193421.36000000007,295205.16,196975.55999999988,52643.68,51386.16,54724.04,57256.0,57930.16,53812.67999999999,58095.12,52732.36,57041.0
23,283325.4400000001,292319.98,271055.53999999986,280622.44,286577.58,182310.12000000017,291342.5,308892.5800000002,271573.39999999985,260759.8,269238.08,292772.54,283407.46,288983.56,291812.92,291913.28,280839.96,244008.7999999997,176623.63999999996,280020.8000000002,241889.36000000004,233563.9,277181.4800000001,233577.92,302176.8,289666.76,268957.42,231107.60000000003,349094.91999999987,265982.32,52362.08,55263.12,57271.68,88622.0,57613.74,57950.04,57808.56,55018.88000000001,62587.0
24,288324.84,303818.40000000014,277860.24,285361.08,288692.0,235156.8,311844.0,387956.1600000002,292263.6,284792.56,272057.56,294264.56,288620.84,292679.56,332168.1600000001,297985.19999999995,284779.12,289296.6,248831.31999999948,289306.84,285308.4,286962.8,290496.84,287030.5600000001,315707.96,292905.16,289530.36,245742.8,396017.08,286604.92,51511.12,55119.32,78377.28000000001,159932.0,56949.0,57372.44,57683.28,56847.88,61810.0
25,293312.0,320113.0,282267.5,285833.0,294007.5,283787.0,331122.0,465402.0,295530.0,288702.0,289707.0,297711.5,290256.5,300309.5,404744.0000000002,311291.99999999977,295149.0,292589.0,293970.0,292821.5,296798.5000000001,289986.0,296061.0,289463.5,378956.9999999996,316471.9999999998,292738.0,253436.0,453576.99999999994,288656.0,54085.0,54541.5,128195.0,237623.0,124055.0,57193.5,57498.0,57747.0,63295.0
26,299768.12,412270.88,293933.23999999993,290502.24,297277.52,289116.0,411375.0,520548.72,309030.19999999995,290462.64,293015.72,302156.88,296315.24,329625.36,498515.3200000005,365053.44,305609.12,300376.6,297685.19999999995,297731.4400000001,296993.84,294138.0,315515.36,294511.08,476115.7199999996,408275.55999999976,301951.36,284049.2,509168.23999999935,293648.76,57269.04,113049.36000000006,172760.56,283152.0,172201.31999999998,122956.5999999999,59496.84,57273.64,66236.0
27,348468.91999999987,477713.08,300692.3,308980.92000000004,300231.24,294580.4,477309.0,551139.4400000001,316213.0,295621.68,300818.92,321393.3,313702.82,411335.2800000004,593209.6800000003,402222.1599999999,353875.84,318567.7999999999,316108.88,313839.46,303126.58,310419.80000000005,384636.96,299687.60000000003,568936.6799999994,465858.2799999999,319451.69999999995,288531.24,600424.2399999998,300104.48,93916.9999999999,165909.71999999962,209458.04000000012,284920.5,248017.64,182486.27999999988,65826.64000000001,89993.91999999998,65472.5
28,413967.8800000003,548869.92,360852.7200000001,314815.96,316924.28,311428.56,525611.0,579004.16,376198.99999999977,300749.16000000003,313991.68000000005,362344.8399999999,345239.96,490904.04,699950.7600000004,441726.32,384300.32,376020.7999999997,335898.9199999998,398597.52000000025,321947.44,340294.1999999999,457090.2400000002,314415.52,666415.1599999993,550001.72,363963.44,296635.8,679134.7199999996,323611.72,126091.35999999994,220669.07999999964,265169.6000000003,286990.0,282802.84,230252.16000000003,78392.44,136061.83999999973,67493.0
29,453360.3600000001,640510.5199999999,470140.96,366409.64,323328.04000000004,373549.04,603335.0,631380.88,496539.9999999997,315376.56,372888.64,400632.99999999994,380648.6399999999,580994.5600000003,775216.64,523964.76,420058.84,436384.3999999996,376604.87999999995,453419.68000000005,341711.52,422914.7000000004,598828.8399999997,363206.52,793473.7599999995,647866.3599999995,386661.92,308542.16000000003,801630.4399999995,343902.96,186211.08,271917.4399999997,283292.68,289747.0,284568.02,273562.5,112139.32,192877.28000000003,77560.0
30,491485.8000000001,714129.2,545876.1999999997,406710.6,378682.4,438225.60000000015,707209.0,659245.6000000001,579426.0,362999.8,431355.80000000016,446440.79999999993,419214.2,680090.2000000003,779438.4,614808.3999999998,481211.59999999974,526158.0,401757.2,518486.6,461965.2,527973.0,694352.4,435731.19999999984,934806.5999999994,716956.5999999994,437756.4,370161.00000000023,918032.2,366920.2,254604.60000000003,282122.8,285289.2,316122.0,287842.2,284264.0,180475.4,264759.6000000001,151462.0
31,552120.2000000001,807834.3200000002,627014.48,466142.1200000002,437724.1600000002,501274.64,794973.5,689836.3200000001,669771.9999999995,413999.88,504858.96,529525.2000000003,465371.24000000034,785167.8400000002,851145.9199999998,698915.48,548302.8400000001,589866.6,453624.32000000007,609165.0400000005,564574.22,606355.2000000003,786322.7599999997,517041.04,1053117.7599999993,813527.5599999998,497482.88,442455.24,1012265.7599999992,426882.44,284625.16,283353.19999999995,287594.36,383003.0,290935.98,312546.4,247980.68,284722.28,210849.0
32,613807.0,893487.36,693364.52,546055.32,518282.28000000026,563972.0800000001,833591.0,720427.04,763992.8,486426.3599999999,563387.2000000002,610427.12,547281.6799999999,867332.4000000001,958200.2400000005,808299.7599999997,622716.04,667250.1999999997,501784.08,704102.2800000001,665904.2400000003,667652.4,904013.96,604307.68,1103599.56,878685.0399999996,567722.7999999999,510485.68,1094650.52,483684.0,284710.92,284391.24,290122.56,450214.0,292249.16,329659.8399999998,285015.64,284465.2,276076.0
33,690886.1600000003,1017081.26,748435.8799999999,607349.2000000001,603845.4000000003,624975.8000000003,930681.0,748291.76,859593.4,560760.9599999995,650815.4000000005,700480.9599999997,610300.5599999999,964323.6400000008,1068588.8000000007,885717.72,689394.48,747578.7999999998,587508.1199999995,798036.7200000002,758202.76,762576.2,994304.6800000005,696723.5599999999,1201630.7599999998,937253.08,652127.6799999999,620068.7600000001,1103124.2,536909.88,287258.0,286889.86,305103.92000000004,519775.0,295041.64,408486.48,287163.80000000005,287010.44,293881.0
34,777825.92,1092638.48,816171.0800000002,702529.6,668445.9600000001,693454.9600000004,1030218.0,831090.6399999999,872247.3999999997,647137.0800000001,725894.4400000002,773371.4,713910.36,1049764.48,1097083.16,984594.5199999998,769384.1600000003,830315.5999999995,677101.4399999996,897485.3199999998,812871.8800000005,784673.2,1093004.92,772001.1600000003,1328163.4799999995,965040.84,745795.0399999996,712181.1599999998,1135966.96,617718.8800000002,289725.4,313431.72,315561.96,611288.0,297495.32,460736.64,335817.12000000017,289266.2,294405.0
35,869112.4000000003,1114182.0,851326.5,803560.0,736765.8000000002,787625.4000000006,1091715.0,877601.2000000002,998139.0,755321.1999999998,831544.6000000003,837815.3999999998,811010.3999999997,1092811.3,1150911.6,1092746.9999999995,845537.3999999998,932353.0,771347.3999999993,984964.4000000006,873436.5,783736.0,1130618.6000000006,848498.3999999997,1412751.2,1017396.1999999998,836130.9999999995,790292.6000000003,1243897.3999999994,695933.8000000003,314467.59999999986,353025.79999999993,351427.4,672440.5,296767.8,483242.2,408706.80000000016,311087.2,297214.5
36,963865.52,1230033.28,907375.0,866987.56,805826.9600000004,869062.3599999999,1140382.0,910917.92,1092924.7999999998,861286.5999999999,937041.7600000006,919410.0,889794.4,1163247.12,1182725.04,1110434.8,935972.92,1040345.7999999996,871002.9599999998,1055431.2400000002,940743.5200000005,827869.9999999999,1216546.5599999998,926170.64,1493327.6,1090553.88,906111.6800000002,905108.36,1322765.639999999,808220.2000000002,388516.36,414638.28,420958.20000000007,741399.0,296005.92,507014.4,480430.0,385383.0800000001,299551.0
37,1053870.92,1305616.7599999998,1000165.8800000005,964611.0400000005,903757.5,954893.88,1203976.5,941508.64,1120043.7999999998,963434.2,1025572.92,984242.84,970503.92,1262875.6800000004,1224179.6000000006,1198527.5199999996,1064838.8800000004,1093000.8,977908.36,1093615.6,1044434.96,914996.7000000004,1318864.28,1034738.8800000005,1566541.8,1093730.44,981296.18,987644.1199999995,1429236.5199999998,941650.52,452538.1200000002,480639.32,477517.44,760017.0,312861.64,556595.24,538964.8800000002,477621.36,305420.0
38,1092919.8,1404539.4800000002,1080545.48,1046086.96,992758.6800000005,1074326.44,1275522.0,972535.5200000005,1176775.0,1078342.5599999998,1093508.12,1062306.5200000005,1070086.28,1380054.5200000005,1272695.16,1299249.84,1085507.2,1119291.2,1054618.3599999996,1148237.8800000006,1108653.52,993191.6000000004,1361601.8,1093714.52,1637162.5199999998,1093806.6,1058410.88,1088955.32,1521303.5599999996,1084633.64,518651.3999999999,527066.6,540685.3200000004,827653.0,364461.04,605454.6,610373.2000000002,555580.72,368974.0
39,1126589.72,1450485.12,1102107.2,1092302.88,1100697.56,1095313.2,1335170.5,1032920.2400000001,1229076.4,1120649.7599999998,1101971.6,1100959.82,1097801.1,1458436.1200000003,1360665.6000000006,1386826.5199999993,1121086.8,1162890.3999999994,1098259.28,1219594.6000000006,1153504.5400000005,1073112.8000000005,1468550.88,1102820.64,1706796.379999999,1179678.68,1093868.9,1122169.64,1605539.3599999992,1092963.32,571113.48,584371.6199999996,619183.9200000003,842984.0,441470.47999999975,698520.2599999991,624631.92,622724.2399999999,444731.0
40,1206336.5999999996,1560533.6,1160442.6000000006,1127003.8000000005,1103478.6,1171591.6000000006,1406065.0,1097855.2,1289192.0,1210796.7999999996,1175042.4000000006,1114528.0,1167266.4,1520162.6000000003,1442060.8,1499092.1999999997,1212032.2000000002,1233697.0,1129076.4,1294258.6,1192208.8,1117143.0,1569288.3999999997,1189536.6000000006,1814916.8,1263496.4,1172329.6,1197951.3999999994,1646251.0,1097314.9999999998,629905.4,625700.3999999997,679050.2000000002,890629.0,528396.7999999997,770680.7999999997,664668.2000000003,673108.0,519852.0
41,1287100.64,1602241.6,1218672.2799999998,1243270.3199999996,1211958.6800000002,1274979.16,1476607.0,1110496.2000000002,1346218.4,1291224.16,1256944.48,1190362.64,1199428.4,1579730.2400000002,1525946.4,1621080.8799999994,1302373.84,1311355.0,1210062.3999999994,1386914.16,1240734.7,1173524.6,1646389.0,1298782.84,1889995.94,1353313.0399999998,1252647.9599999995,1303102.9200000002,1702654.7599999998,1200673.84,680316.1599999998,710241.7599999997,750032.2400000003,980136.0,615966.1199999996,839532.7,736215.8800000005,710124.2399999999,602805.0
42,1389616.72,1663963.36,1272872.24,1309646.68,1312247.1200000006,1361470.8,1564012.0,1160844.0,1433689.6,1371567.7599999998,1340301.28,1281120.84,1258902.6799999995,1642515.48,1588902.4400000004,1659519.2,1377421.08,1411001.2,1297331.48,1433397.8,1299441.24,1224670.200000001,1681504.3200000003,1379935.96,1891259.8,1445487.1999999997,1342277.5200000005,1344483.92,1790859.0799999991,1298946.7599999998,711543.4,751918.52,825532.8800000005,1050449.0,695976.28,920681.0399999996,809214.5599999998,742229.64,692450.0
43,1482223.68,1724314.64,1345931.8600000006,1389673.8,1357879.6,1410152.92,1626939.0,1221536.58,1505865.8000000003,1472340.5999999996,1438245.8800000004,1364205.88,1347431.72,1679287.5200000003,1655795.2000000004,1792017.72,1455687.2000000004,1482176.4,1382360.2399999993,1468046.8000000003,1352854.08,1273771.3000000005,1780904.16,1464221.3200000003,1893546.2,1583203.68,1414805.08,1426716.88,1881700.04,1398833.0399999996,784179.6799999996,806776.4799999996,841074.2,1071597.0,774650.7599999997,1005039.1599999992,833403.4,791241.52,729834.0
44,1555877.44,1849681.88,1429968.2,1490435.8800000004,1436152.840000001,1471749.2,1693849.0,1327215.9600000004,1594099.1999999997,1562899.88,1525442.0400000003,1428072.64,1429467.16,1776787.16,1730016.28,1877075.24,1529024.5599999996,1564638.0,1497119.88,1523075.04,1426170.84,1336617.6,1871830.92,1523452.5599999996,1897300.72,1679370.6799999997,1512551.36,1499526.28,1886542.04,1496963.3199999996,838391.0,835309.4,921310.2,1074173.0,834580.68,1063158.16,862644.0399999998,837457.6,820340.0
45,1573702.1999999997,1875830.6,1523166.6,1567462.7999999996,1553259.200000001,1543705.8000000003,1781949.5,1449697.8000000003,1685320.0,1570372.6,1579545.8,1525871.8000000003,1511809.1,1847425.2,1774078.0,1878439.6,1563475.1,1565920.0,1551530.5999999994,1598961.1000000003,1493561.2000000004,1456801.0,1883198.2,1595814.4,1899842.4,1760861.3999999997,1574181.2,1561947.4,1888861.0,1595926.6000000003,840723.8,865046.1999999998,991839.4,1074977.5,868385.3,1064852.1,935012.2000000004,851236.2,847959.5
46,1641556.52,1879001.52,1604104.3199999996,1570918.4,1626224.08,1573962.2400000002,1844181.0,1566547.56,1786371.1999999997,1645955.0,1642951.0,1596736.72,1617049.84,1876808.24,1847990.4,1884964.32,1634508.3199999996,1641026.4,1643129.04,1645635.44,1575002.88,1563340.6,1886636.08,1641492.84,1902076.48,1826371.96,1573353.96,1637530.32,1890457.36,1664884.48,941317.9600000004,936662.5599999998,1062985.9200000002,1076873.0,937319.72,1067519.88,993124.28,941295.8800000005,896964.0
47,1668709.5599999996,1882154.84,1688651.28,1642210.04,1668091.7800000003,1644467.46,1875453.5,1646974.480000001,1877442.6,1694307.72,1673974.5200000003,1650315.48,1658814.48,1880034.52,1874760.24,1887579.12,1652810.72,1645347.4,1650175.9599999997,1693767.9600000004,1669446.800000001,1647429.8000000003,1890884.68,1686743.64,1903711.8,1873023.64,1643823.3199999996,1645051.72,1892793.88,1710893.9200000004,1024330.72,1005270.92,1068947.24,1076938.0,1021635.9199999998,1069943.24,1062304.32,1006909.1600000005,962959.0
48,1759190.64,1882956.72,1744366.9200000004,1722978.9599999997,1731824.6,1714290.3199999996,1877203.0,1759590.6800000004,1879936.0,1796860.7599999998,1761129.0800000003,1738487.92,1762724.92,1882967.36,1876499.96,1885296.04,1716619.5200000003,1713652.399999999,1760805.6799999997,1787043.8000000003,1745405.08,1766297.600000001,1890117.96,1781261.4,1899476.64,1882987.04,1731704.8800000004,1746099.7999999996,1890802.44,1766234.16,1070184.04,1067514.52,1068449.16,1079597.0,1077496.24,1071446.48,1067082.2,1069987.12,1031476.0
49,1841088.9200000004,1879043.08,1815538.22,1806962.8,1842303.96,1819950.32,1880754.0,1878142.78,1883975.0,1877868.44,1840743.92,1841865.12,1856590.5,1885689.94,1879899.84,1883296.28,1824823.38,1816881.4,1843687.92,1864391.48,1869083.0,1854962.1,1887817.84,1880696.88,1897564.88,1887399.96,1834606.2,1840612.04,1886781.96,1847069.84,1067380.0,1067420.82,1068511.56,1081200.0,1077783.46,1074935.92,1069473.08,1072235.16,1080232.5
50,106.0,129.0,101.0,114.0,115.0,106.0,116.0,123.0,121.0,125.0,104.0,114.0,115.0,122.0,118.0,139.0,101.0,100.0,116.0,105.0,128.0,107.0,139.0,106.0,158.0,116.0,109.0,98.0,133.0,106.0,103.0,102.0,110.0,119.0,114.0,106.0,108.0,103.0,117.0
51,302.0,300.0,276.0,282.0,288.0,281.0,309.0,384.0,309.0,301.0,264.0,303.0,302.0,275.0,318.0,325.0,276.0,280.0,298.0,302.0,333.0,278.0,319.0,271.0,323.0,340.0,304.0,300.0,319.0,288.0,195.0,201.0,212.0,206.0,197.0,195.0,206.0,191.0,208.0
52,22196.0,32152.0,20453.0,23717.0,24348.0,22340.0,24450.0,25720.0,25346.0,25861.0,22093.0,24254.0,24354.0,29952.0,24519.0,34256.0,20478.0,22230.0,24600.0,22192.0,26812.0,22459.0,33648.0,22307.0,38919.0,24391.0,22519.0,21442.0,32936.0,22357.0,26731.0,26694.0,27071.0,25415.0,29104.0,23259.0,23257.0,22349.0,27551.0
53,1897282.0,1911209.0,1884435.0,1897765.0,1907776.0,1897626.0,1909410.0,1908732.0,1909421.0,1906525.0,1898853.0,1908794.0,1904419.0,1912842.0,1908816.0,1917583.0,1889495.0,1898887.0,1906594.0,1899347.0,1920878.0,1904434.0,1921486.0,1905777.0,1936541.0,1916163.0,1904892.0,1898620.0,1919741.0,1903993.0,1094750.0,1092072.0,1095668.0,1107236.0,1104467.0,1100391.0,1095508.0,1096428.0,1107383.0
